player_id,player,season,age,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,x2p_percent,x3p_percent,ft_percent,x3p_ar,f_tr,usg_percent,orb_percent,drb_percent,ows,dws,obpm,dbpm,all_nba
greenge01,Gerald Green,2016,30.0,8.9,2.4,0.8,0.6,0.3,0.446,0.323,0.783,0.443,0.157,19.8,1.9,9.7,0.3,1.4,-2.1,-0.9,0
greenja01,JaMychal Green,2016,25.0,7.4,4.8,0.9,0.6,0.4,0.478,0.333,0.752,0.091,0.277,19.8,10.5,19.3,1.2,1.4,-1.5,-1.0,0
greenje02,Jeff Green,2016,29.0,11.95,4.35,1.75,0.75,0.45,0.47,0.312,0.772,0.251,0.272,20.2,3.75,13.85,1.25,1.35,-0.6,-0.95,0
hairspj02,P.J. Hairston,2016,23.0,6.1,2.65,0.6,0.5,0.15,0.441,0.302,0.796,0.607,0.154,15.85,2.1,12.9,-0.35,1.05,-3.65,-0.35,0
hardati02,Tim Hardaway Jr.,2016,23.0,6.4,1.7,1.0,0.4,0.1,0.537,0.338,0.893,0.536,0.211,16.2,0.9,9.8,0.9,1.0,-1.1,0.2,0
hardeja01,James Harden,2016,26.0,29.0,6.1,7.5,1.7,0.6,0.494,0.359,0.86,0.406,0.518,32.5,2.2,15.6,10.7,2.6,6.4,0.2,0
harklma01,Maurice Harkless,2016,22.0,6.4,3.6,0.9,0.6,0.4,0.576,0.279,0.622,0.341,0.27,15.6,7.5,13.3,1.6,1.3,-0.5,0.0,0
harride01,Devin Harris,2016,32.0,7.6,2.2,1.8,0.9,0.2,0.532,0.329,0.721,0.422,0.374,17.9,1.5,10.3,1.2,1.3,-1.4,1.5,0
harriga01,Gary Harris,2016,21.0,12.3,2.9,1.9,1.3,0.2,0.543,0.354,0.82,0.388,0.174,16.5,2.4,7.7,2.8,1.2,-0.6,-0.2,0
harrito02,Tobias Harris,2016,23.0,14.2,6.85,2.1,0.95,0.55,0.52,0.323,0.808,0.274,0.278,19.1,4.45,18.75,2.9,2.05,0.85,0.2,0
hawessp01,Spencer Hawes,2016,27.0,6.0,4.3,1.9,0.4,0.5,0.422,0.373,0.831,0.333,0.212,17.1,5.3,20.6,0.6,1.4,-1.6,1.0,0
haywago01,Gordon Hayward,2016,25.0,19.7,5.0,3.7,1.2,0.3,0.477,0.349,0.824,0.341,0.397,25.7,2.5,13.5,5.5,3.4,2.4,0.2,0
hendege02,Gerald Henderson,2016,28.0,8.7,2.9,1.0,0.5,0.3,0.468,0.353,0.767,0.257,0.276,20.2,2.3,13.7,1.0,1.0,-1.1,-0.7,0
hensojo01,John Henson,2016,25.0,7.0,3.9,0.9,0.3,1.9,0.566,0.0,0.59,0.003,0.402,19.1,10.4,15.8,1.2,1.1,-1.2,1.3,0
hezonma01,Mario Hezonja,2016,20.0,6.1,2.2,1.4,0.5,0.2,0.504,0.349,0.907,0.459,0.129,16.9,2.2,11.8,-0.1,1.0,-2.4,-0.7,0
hibbero01,Roy Hibbert,2016,29.0,5.9,4.9,1.2,0.4,1.4,0.445,0.0,0.807,0.005,0.353,12.9,7.3,15.8,1.1,1.0,-3.5,0.2,0
hilarne01,Nenê,2016,33.0,9.2,4.5,1.7,0.9,0.5,0.549,0.0,0.578,0.008,0.482,21.6,5.2,21.6,1.1,1.6,-1.3,1.6,0
hillge01,George Hill,2016,29.0,12.1,4.0,3.5,1.1,0.2,0.466,0.408,0.76,0.425,0.203,15.8,2.5,10.3,3.4,2.8,0.1,0.7,0
hilljo01,Jordan Hill,2016,28.0,8.8,6.2,1.2,0.5,0.5,0.507,0.0,0.712,0.002,0.228,20.3,11.3,21.2,1.6,2.3,-0.7,0.0,0
hillso01,Solomon Hill,2016,24.0,4.2,2.8,1.0,0.6,0.2,0.515,0.324,0.857,0.356,0.202,13.2,4.9,15.9,0.8,1.3,-1.1,1.2,0
hinriki01,Kirk Hinrich,2016,35.0,3.0,1.5,1.6,0.3,0.0,0.373,0.387,0.938,0.481,0.124,11.6,1.4,10.2,0.1,0.5,-3.9,0.5,0
holidjr01,Jrue Holiday,2016,25.0,16.8,3.0,6.0,1.4,0.3,0.478,0.336,0.843,0.277,0.231,28.9,1.6,10.5,2.2,1.2,2.7,-0.6,0
holidju01,Justin Holiday,2016,26.0,4.5,1.7,1.1,0.6,0.4,0.423,0.343,0.73,0.461,0.162,16.2,1.7,10.5,-0.3,0.9,-3.3,0.1,0
holmeri01,Richaun Holmes,2016,22.0,5.6,2.6,0.6,0.4,0.8,0.596,0.182,0.689,0.198,0.333,17.9,9.3,11.7,1.0,0.5,-1.1,-0.4,0
hoodro01,Rodney Hood,2016,23.0,14.5,3.4,2.7,0.9,0.2,0.472,0.359,0.86,0.462,0.206,21.5,1.8,10.5,3.4,2.5,0.7,0.0,0
horfoal01,Al Horford,2016,29.0,15.2,7.3,3.2,0.8,1.5,0.557,0.344,0.798,0.244,0.123,20.6,6.3,18.2,4.9,4.5,2.2,1.6,0
howardw01,Dwight Howard,2016,30.0,13.7,11.8,1.4,1.0,1.6,0.626,0.0,0.489,0.01,0.79,18.4,11.4,29.1,3.5,3.1,0.3,-0.2,0
huertma01,Marcelo Huertas,2016,32.0,4.5,1.7,3.4,0.5,0.1,0.479,0.262,0.931,0.265,0.126,16.3,2.2,9.2,-0.2,0.1,-2.7,-2.2,0
humphkr01,Kris Humphries,2016,30.0,6.5,4.1,0.7,0.3,0.4,0.465,0.315,0.798,0.366,0.285,19.5,7.5,21.5,0.5,1.1,-1.6,-0.4,0
ibakase01,Serge Ibaka,2016,26.0,12.6,6.8,0.8,0.5,1.9,0.52,0.326,0.752,0.212,0.139,17.6,6.5,16.2,2.5,3.0,-0.6,0.0,0
iguodan01,Andre Iguodala,2016,32.0,7.0,4.0,3.4,1.1,0.3,0.57,0.351,0.614,0.418,0.226,12.1,3.4,12.4,2.3,2.1,-0.2,1.3,0
ilyaser01,Ersan İlyasova,2016,28.0,10.85,5.4,1.0,0.7,0.45,0.464,0.367,0.723,0.408,0.224,18.65,7.7,15.05,2.1,1.75,0.3,-0.15,0
inglejo01,Joe Ingles,2016,28.0,4.2,1.9,1.2,0.7,0.0,0.531,0.386,0.722,0.722,0.062,13.5,1.8,12.4,0.7,1.6,-1.4,1.6,0
irvinky01,Kyrie Irving,2016,23.0,19.6,3.0,4.7,1.1,0.3,0.502,0.321,0.885,0.298,0.217,29.5,3.0,7.6,3.2,1.7,3.2,-0.8,0
jacksre01,Reggie Jackson,2016,25.0,18.8,3.2,6.2,0.7,0.1,0.464,0.353,0.864,0.268,0.271,29.1,2.5,9.1,4.9,1.9,3.4,-0.6,0
jamesle01,LeBron James,2016,31.0,25.3,7.4,6.8,1.4,0.6,0.573,0.309,0.731,0.199,0.347,31.4,4.7,18.8,9.6,4.0,7.0,2.0,1
jeffeal01,Al Jefferson,2016,31.0,12.0,6.4,1.5,0.6,0.9,0.485,0.0,0.649,0.0,0.22,24.2,5.6,24.6,1.0,1.8,-0.9,0.4,0
jefferi01,Richard Jefferson,2016,35.0,5.5,1.7,0.8,0.4,0.2,0.554,0.382,0.667,0.554,0.279,13.4,1.3,9.6,1.4,1.3,-1.6,0.5,0
jennibr01,Brandon Jennings,2016,26.0,6.9,2.0,3.5,0.6,0.1,0.409,0.329,0.731,0.51,0.257,20.0,2.0,10.4,0.8,0.7,0.2,-0.7,0
jerebjo01,Jonas Jerebko,2016,28.0,4.4,3.7,0.8,0.3,0.3,0.421,0.398,0.782,0.378,0.273,13.5,6.8,19.4,0.9,1.5,-2.0,0.0,0
johnsam01,Amir Johnson,2016,28.0,7.3,6.4,1.7,0.7,1.1,0.624,0.233,0.57,0.101,0.284,13.6,10.3,19.6,3.0,2.9,-0.4,1.6,0
johnsch04,Chris Johnson,2016,25.0,2.9,1.9,0.6,0.5,0.3,0.474,0.273,0.81,0.51,0.216,13.6,3.7,14.3,-0.1,1.2,-3.3,1.3,0
johnsja01,James Johnson,2016,28.0,5.0,2.2,1.2,0.5,0.6,0.54,0.303,0.574,0.275,0.283,15.9,3.5,11.9,0.3,1.0,-1.5,0.5,0
johnsjo02,Joe Johnson,2016,34.0,12.0,3.75,4.0,0.75,0.0,0.449,0.377,0.841,0.37,0.172,17.85,1.95,10.7,1.25,0.5,-0.9,-1.35,0
johnsst04,Stanley Johnson,2016,19.0,8.1,4.2,1.6,0.8,0.2,0.41,0.307,0.784,0.342,0.17,19.6,3.6,16.7,-1.3,1.9,-3.5,0.2,0
johnswe01,Wesley Johnson,2016,28.0,6.9,3.1,0.6,1.1,0.7,0.51,0.333,0.652,0.6,0.089,16.0,2.5,13.6,0.0,2.7,-1.7,1.5,0
jokicni01,Nikola Jokić,2016,20.0,10.0,7.0,2.4,1.0,0.6,0.541,0.333,0.811,0.14,0.317,19.9,11.4,24.7,4.5,2.2,2.6,1.3,0
jonesja02,James Jones,2016,35.0,3.7,1.0,0.3,0.2,0.2,0.447,0.394,0.808,0.732,0.183,16.2,2.0,10.2,0.7,0.5,-0.2,-0.1,0
joneste01,Terrence Jones,2016,24.0,8.7,4.2,0.8,0.5,0.8,0.49,0.316,0.664,0.215,0.316,19.3,6.5,15.9,0.8,0.7,-0.9,-1.2,0
jordade01,DeAndre Jordan,2016,27.0,12.7,13.8,1.2,0.7,2.3,0.704,0.0,0.43,0.002,1.219,15.4,11.4,32.7,6.0,5.5,1.5,1.3,1
josepco01,Cory Joseph,2016,24.0,8.5,2.6,3.1,0.8,0.3,0.478,0.273,0.764,0.188,0.297,17.0,2.2,9.4,1.8,1.7,-1.1,-0.1,0
kaminfr01,Frank Kaminsky,2016,22.0,7.5,4.1,1.2,0.5,0.5,0.455,0.337,0.73,0.385,0.282,17.1,4.4,17.2,1.2,2.1,-1.0,0.2,0
kanteen01,Enes Freedom,2016,23.0,12.7,8.1,0.4,0.3,0.4,0.579,0.476,0.797,0.029,0.349,23.4,16.7,24.9,6.0,2.1,3.3,-2.1,0
knighbr03,Brandon Knight,2016,24.0,19.6,3.9,5.1,1.2,0.4,0.461,0.342,0.852,0.392,0.204,26.2,2.0,9.9,0.7,0.9,0.9,-1.5,0
korveky01,Kyle Korver,2016,34.0,9.2,3.3,2.1,0.8,0.4,0.502,0.398,0.833,0.644,0.088,13.7,0.7,10.9,1.2,2.9,-1.5,0.6,0
koufoko01,Kosta Koufos,2016,26.0,6.8,5.4,0.4,0.5,0.9,0.532,0.0,0.548,0.0,0.234,15.4,12.4,18.4,2.1,1.4,-1.3,-0.6,0
lambje01,Jeremy Lamb,2016,23.0,8.8,3.8,1.2,0.6,0.5,0.529,0.309,0.727,0.355,0.173,22.0,3.9,18.7,1.0,1.7,0.1,0.7,0
larkish01,Shane Larkin,2016,23.0,7.3,2.3,4.4,1.2,0.2,0.464,0.361,0.776,0.215,0.213,17.7,1.8,9.9,0.5,1.0,-1.6,-0.4,0
lauvejo01,Joffrey Lauvergne,2016,24.0,7.9,4.9,0.9,0.2,0.3,0.557,0.245,0.899,0.139,0.182,19.5,8.1,23.1,1.6,0.7,-0.3,-1.3,0
lavinza01,Zach LaVine,2016,20.0,14.0,2.8,3.1,0.8,0.2,0.482,0.389,0.793,0.33,0.212,23.5,1.4,10.1,1.9,0.7,0.2,-1.6,0
lawsoty01,Ty Lawson,2016,28.0,5.75,1.75,3.5,0.8,0.1,0.417,0.332,0.693,0.316,0.261,14.85,1.95,6.95,0.1,0.55,-2.5,-1.35,0
leeco01,Courtney Lee,2016,30.0,9.8,2.45,1.6,1.05,0.35,0.498,0.374,0.832,0.334,0.202,15.0,1.4,8.3,1.8,1.25,-1.1,0.1,0
leeda02,David Lee,2016,32.0,7.8,5.5,1.5,0.4,0.5,0.533,0.0,0.763,0.003,0.278,21.5,12.0,24.6,1.7,1.4,0.7,0.6,0
lenal01,Alex Len,2016,22.0,9.0,7.6,1.2,0.5,0.8,0.426,0.143,0.728,0.011,0.383,20.4,10.4,25.4,-0.5,1.8,-3.5,-0.8,0
leonaka01,Kawhi Leonard,2016,24.0,21.2,6.8,2.6,1.8,1.0,0.528,0.443,0.874,0.267,0.306,25.8,4.7,18.4,8.3,5.5,6.1,3.0,1
leoname01,Meyers Leonard,2016,23.0,8.4,5.1,1.5,0.1,0.3,0.527,0.377,0.761,0.524,0.106,17.4,4.1,21.4,1.2,1.0,-1.1,-0.6,0
leuerjo01,Jon Leuer,2016,26.0,8.5,5.6,1.1,0.6,0.4,0.511,0.382,0.762,0.236,0.217,19.8,6.4,26.3,1.4,1.3,0.1,0.0,0
lillada01,Damian Lillard,2016,25.0,25.1,4.0,6.8,0.9,0.4,0.45,0.375,0.892,0.414,0.315,31.3,1.8,10.4,7.7,1.4,5.7,-1.3,1
linje01,Jeremy Lin,2016,27.0,11.7,3.2,3.0,0.7,0.5,0.446,0.336,0.815,0.31,0.401,22.2,2.2,11.4,1.3,2.3,-1.0,0.0,0
livinsh01,Shaun Livingston,2016,30.0,6.3,2.2,3.0,0.7,0.3,0.548,0.167,0.86,0.032,0.245,14.2,3.2,8.5,2.9,1.7,-0.7,1.1,0
lopezbr01,Brook Lopez,2016,27.0,20.6,7.8,2.0,0.8,1.7,0.515,0.143,0.787,0.012,0.348,27.3,9.2,17.2,4.5,1.7,1.9,-0.5,0
lopezro01,Robin Lopez,2016,27.0,10.3,7.3,1.4,0.2,1.6,0.54,0.0,0.795,0.002,0.243,17.7,13.4,16.2,3.7,2.1,0.4,-0.5,0
loveke01,Kevin Love,2016,27.0,16.0,9.9,2.4,0.8,0.5,0.467,0.36,0.822,0.449,0.321,23.4,7.0,28.4,4.7,3.8,3.0,0.3,0
lowryky01,Kyle Lowry,2016,29.0,21.2,4.7,6.4,2.1,0.4,0.461,0.388,0.811,0.457,0.41,26.1,2.2,12.3,8.0,3.7,4.7,1.1,1
lylestr01,Trey Lyles,2016,20.0,6.1,3.7,0.7,0.3,0.2,0.461,0.383,0.695,0.294,0.188,17.9,5.0,20.2,0.6,1.7,-1.6,-0.2,0
macksh01,Shelvin Mack,2016,25.0,8.6,2.5,3.6,0.7,0.1,0.493,0.312,0.738,0.301,0.147,23.3,1.4,12.5,0.2,1.2,-1.2,-0.4,0
mahinia01,Ian Mahinmi,2016,29.0,9.3,7.1,1.5,0.9,1.1,0.589,0.0,0.587,0.0,0.502,15.7,8.3,22.1,2.9,3.3,-0.9,1.9,0
marjabo01,Boban Marjanović,2016,27.0,5.5,3.6,0.4,0.2,0.4,0.603,0.0,0.763,0.0,0.655,22.8,16.9,26.2,2.3,1.2,3.9,0.4,0
martike02,Kevin Martin,2016,32.0,9.3,2.0,1.1,0.5,0.1,0.378,0.36,0.89,0.325,0.411,22.6,1.5,10.0,0.7,0.5,-1.6,-1.6,0
matthwe02,Wesley Matthews,2016,29.0,12.5,3.1,1.9,1.0,0.2,0.432,0.36,0.863,0.615,0.171,17.2,1.1,8.8,1.9,1.8,-0.9,-0.1,0
mbahalu01,Luc Mbah a Moute,2016,29.0,3.1,2.3,0.4,0.6,0.3,0.485,0.325,0.526,0.193,0.275,9.4,5.2,9.4,0.2,1.3,-3.2,0.6,0
mccolcj01,CJ McCollum,2016,24.0,20.8,3.2,4.3,1.2,0.3,0.463,0.417,0.827,0.33,0.158,27.1,1.8,8.3,4.4,1.7,2.3,-1.0,0
mccontj01,T.J. McConnell,2016,23.0,6.1,3.1,4.5,1.2,0.1,0.499,0.348,0.634,0.192,0.088,17.0,2.8,14.5,0.6,1.4,-1.5,0.3,0
mcderdo01,Doug McDermott,2016,24.0,9.4,2.4,0.7,0.2,0.1,0.47,0.425,0.857,0.402,0.13,17.3,2.1,8.8,2.1,0.7,-1.0,-1.9,0
mclembe01,Ben McLemore,2016,22.0,7.8,2.2,1.2,0.8,0.1,0.474,0.362,0.718,0.407,0.226,17.6,2.6,8.5,-0.4,0.7,-3.1,-0.7,0
middlkh01,Khris Middleton,2016,24.0,18.2,3.8,4.2,1.7,0.2,0.466,0.396,0.888,0.316,0.273,23.0,1.8,10.2,4.3,1.8,1.2,-0.5,0
milescj01,C.J. Miles,2016,28.0,11.8,2.7,1.0,0.8,0.5,0.474,0.367,0.75,0.61,0.196,22.8,1.9,11.1,1.2,1.9,0.6,-0.1,0
millemi01,Mike Miller,2016,35.0,1.3,1.1,0.9,0.3,0.1,0.3,0.365,0.0,0.839,0.0,9.3,1.8,14.2,0.1,0.3,-3.8,1.2,0
millspa01,Paul Millsap,2016,30.0,17.1,9.0,3.3,1.8,1.7,0.512,0.319,0.757,0.218,0.383,24.3,8.4,21.5,4.1,6.0,1.5,2.7,0
millspa02,Patty Mills,2016,27.0,8.5,2.0,2.8,0.7,0.1,0.469,0.384,0.81,0.523,0.095,19.7,1.9,8.7,2.2,2.6,0.8,0.7,0
mirotni01,Nikola Mirotić,2016,24.0,11.8,5.5,1.5,0.9,0.7,0.43,0.39,0.807,0.568,0.297,21.1,3.8,19.1,1.8,2.2,1.0,0.4,0
monrogr01,Greg Monroe,2016,25.0,15.3,8.8,2.3,0.9,0.8,0.522,0.0,0.74,0.001,0.327,23.5,10.9,23.4,5.0,2.4,2.7,-0.6,0
mooreet01,E'Twaun Moore,2016,26.0,7.5,2.3,1.7,0.6,0.3,0.491,0.452,0.629,0.267,0.09,15.9,1.6,9.3,0.9,1.0,-1.9,0.0,0
morrima02,Markieff Morris,2016,26.0,12.0,5.5,1.9,0.9,0.5,0.458,0.303,0.735,0.216,0.205,24.2,4.8,19.3,-1.2,1.7,-2.3,-0.1,0
morrima03,Marcus Morris,2016,26.0,14.1,5.1,2.5,0.8,0.3,0.467,0.362,0.749,0.315,0.287,18.4,3.3,12.4,2.9,2.5,-0.3,0.1,0
morroan01,Anthony Morrow,2016,30.0,5.6,0.9,0.4,0.3,0.1,0.442,0.387,0.744,0.613,0.117,16.9,1.2,5.8,1.4,0.5,-0.1,-1.0,0
mozgoti01,Timofey Mozgov,2016,29.0,6.3,4.4,0.4,0.3,0.8,0.574,0.143,0.716,0.019,0.265,16.1,9.5,19.2,1.8,1.9,-1.7,0.3,0
mudiaem01,Emmanuel Mudiay,2016,19.0,12.8,3.4,5.5,1.0,0.5,0.379,0.319,0.67,0.256,0.231,25.7,1.7,10.9,-3.3,1.2,-2.3,-1.9,0
muhamsh01,Shabazz Muhammad,2016,23.0,10.5,3.3,0.6,0.3,0.1,0.516,0.289,0.764,0.223,0.355,22.8,7.0,11.4,2.6,0.2,0.6,-3.1,0
muscami01,Mike Muscala,2016,24.0,3.3,2.0,0.6,0.2,0.5,0.566,0.308,0.795,0.257,0.257,15.5,7.5,14.9,0.7,0.9,-2.1,1.2,0
nancela02,Larry Nance Jr.,2016,23.0,5.5,5.0,0.7,0.9,0.4,0.541,0.1,0.681,0.033,0.157,12.6,8.3,18.6,1.3,0.9,-1.7,0.2,0
napiesh01,Shabazz Napier,2016,24.0,3.7,1.0,1.8,0.4,0.0,0.351,0.327,0.733,0.517,0.224,19.7,1.6,8.6,-0.3,0.4,-2.0,-1.0,0
netora01,Raul Neto,2016,23.0,5.9,1.5,2.1,0.8,0.0,0.453,0.395,0.743,0.388,0.167,17.2,1.3,8.0,0.2,1.6,-2.3,0.3,0
nichoan01,Andrew Nicholson,2016,26.0,6.9,3.6,0.4,0.2,0.4,0.536,0.36,0.785,0.368,0.21,20.4,4.5,22.8,0.8,0.8,0.0,-1.1,0
noelne01,Nerlens Noel,2016,21.0,11.1,8.1,1.8,1.8,1.5,0.521,0.5,0.59,0.003,0.387,18.8,8.2,22.2,0.3,2.8,-1.7,1.5,0
nowitdi01,Dirk Nowitzki,2016,37.0,18.3,6.5,1.8,0.7,0.7,0.483,0.368,0.893,0.308,0.252,25.5,2.4,20.3,4.2,2.6,2.4,0.1,0
obryajo01,Johnny O'Bryant,2016,22.0,3.0,2.7,0.5,0.3,0.1,0.409,1.0,0.675,0.005,0.191,13.5,8.7,14.7,-0.2,0.4,-4.2,-1.7,0
okafoja01,Jahlil Okafor,2016,20.0,17.5,7.0,1.2,0.4,1.2,0.511,0.167,0.686,0.008,0.248,27.3,8.1,17.8,0.3,0.9,-0.5,-1.8,0
oladivi01,Victor Oladipo,2016,23.0,16.0,4.8,3.9,1.6,0.8,0.475,0.348,0.83,0.291,0.255,22.9,2.2,14.0,2.2,2.7,0.9,0.9,0
olynyke01,Kelly Olynyk,2016,24.0,10.0,4.1,1.5,0.8,0.5,0.486,0.405,0.75,0.378,0.23,20.9,5.4,16.2,2.1,2.0,1.2,0.8,0
oquinky01,Kyle O'Quinn,2016,25.0,4.8,3.8,1.1,0.3,0.8,0.498,0.227,0.767,0.081,0.221,21.2,11.0,24.5,0.5,1.2,-1.0,1.4,0
oubreke01,Kelly Oubre Jr.,2016,20.0,3.7,2.1,0.2,0.3,0.1,0.492,0.316,0.633,0.374,0.232,17.4,4.1,18.4,-0.3,0.7,-4.6,-0.5,0
pachuza01,Zaza Pachulia,2016,31.0,8.6,9.4,1.7,0.8,0.3,0.469,0.0,0.768,0.006,0.587,16.2,13.7,25.7,3.4,2.7,-0.3,0.1,0
parkeja01,Jabari Parker,2016,20.0,14.1,5.2,1.7,0.9,0.4,0.502,0.257,0.768,0.039,0.254,20.9,5.9,12.8,2.4,1.2,-0.4,-1.6,0
parketo01,Tony Parker,2016,33.0,11.9,2.4,5.3,0.8,0.2,0.501,0.415,0.76,0.092,0.241,21.2,1.0,8.8,2.9,2.9,0.2,0.2,0
parsoch01,Chandler Parsons,2016,27.0,13.7,4.7,2.8,0.8,0.3,0.54,0.414,0.684,0.386,0.209,20.5,1.8,15.6,2.6,1.6,1.8,0.2,0
pattepa01,Patrick Patterson,2016,26.0,6.9,4.3,1.2,0.7,0.4,0.49,0.362,0.853,0.594,0.069,12.9,4.4,14.8,1.6,2.0,-0.1,0.0,0
paulch01,Chris Paul,2016,30.0,19.5,4.2,10.0,2.1,0.2,0.501,0.371,0.896,0.295,0.294,27.1,1.8,12.0,9.2,3.5,5.9,2.0,1
paynead01,Adreian Payne,2016,24.0,2.5,2.1,0.6,0.3,0.2,0.389,0.281,0.654,0.221,0.179,17.7,4.8,21.5,-0.9,0.4,-6.1,-0.2,0
payneca01,Cameron Payne,2016,21.0,5.0,1.5,1.9,0.6,0.1,0.467,0.324,0.792,0.399,0.086,20.3,1.5,11.2,0.6,0.8,-1.3,0.6,0
paytoel01,Elfrid Payton,2016,21.0,10.7,3.6,6.4,1.2,0.3,0.451,0.326,0.589,0.126,0.26,20.4,3.9,9.6,0.5,1.7,-0.7,-0.6,0
piercpa01,Paul Pierce,2016,38.0,6.1,2.7,1.0,0.5,0.3,0.445,0.31,0.818,0.61,0.166,17.8,1.1,15.2,-0.6,1.4,-3.0,-0.3,0
plumlma01,Mason Plumlee,2016,25.0,9.1,7.7,2.8,0.8,1.0,0.52,0.0,0.642,0.008,0.648,17.1,10.4,22.2,3.4,2.7,0.0,1.6,0
plumlmi01,Miles Plumlee,2016,27.0,5.1,3.8,0.3,0.3,0.8,0.601,0.0,0.576,0.0,0.253,15.5,12.5,18.0,1.4,0.8,-0.2,-1.3,0
porteot01,Otto Porter Jr.,2016,22.0,11.6,5.2,1.6,1.4,0.4,0.536,0.367,0.754,0.372,0.176,16.2,4.7,14.7,3.0,2.7,0.3,0.8,0
portibo01,Bobby Portis,2016,20.0,7.0,5.4,0.8,0.4,0.4,0.443,0.308,0.727,0.119,0.151,20.7,12.0,20.0,0.3,1.3,-1.5,-1.8,0
porzikr01,Kristaps Porziņģis,2016,20.0,14.3,7.3,1.3,0.7,1.9,0.454,0.333,0.838,0.274,0.271,24.6,7.1,20.7,1.5,2.9,0.6,0.3,0
poweldw01,Dwight Powell,2016,24.0,5.8,4.0,0.6,0.5,0.3,0.514,0.125,0.739,0.054,0.48,18.4,9.3,20.9,1.8,1.3,-0.6,0.7,0
powelno01,Norman Powell,2016,22.0,5.6,2.3,1.0,0.6,0.2,0.436,0.404,0.811,0.389,0.231,17.8,2.6,14.8,0.7,0.9,-0.5,0.3,0
pricero01,Ronnie Price,2016,32.0,5.3,1.6,2.4,1.2,0.2,0.453,0.347,0.756,0.649,0.136,13.7,2.2,6.8,0.4,1.0,-3.2,1.4,0
prigipa01,Pablo Prigioni,2016,38.0,2.5,1.9,2.2,0.9,0.0,0.519,0.295,0.875,0.646,0.054,11.0,5.1,9.9,0.3,1.1,-2.5,2.1,0
princta01,Tayshaun Prince,2016,35.0,2.9,1.9,0.9,0.5,0.2,0.476,0.174,0.684,0.1,0.083,8.1,2.6,9.0,0.1,0.3,-2.9,-0.1,0
randlju01,Julius Randle,2016,21.0,11.3,10.2,1.8,0.7,0.4,0.436,0.278,0.715,0.043,0.323,21.2,7.8,32.0,-0.3,1.9,-1.9,-1.3,0
randoza01,Zach Randolph,2016,34.0,15.3,7.8,2.1,0.6,0.2,0.482,0.231,0.796,0.029,0.238,24.6,9.7,20.7,2.8,1.5,1.4,-1.7,0
redicjj01,JJ Redick,2016,31.0,16.3,1.9,1.4,0.6,0.1,0.484,0.475,0.888,0.478,0.233,22.6,0.5,6.6,5.3,1.4,3.3,-1.1,0
richajo01,Josh Richardson,2016,22.0,6.6,2.1,1.4,0.7,0.5,0.446,0.461,0.667,0.423,0.232,13.8,2.2,8.5,1.3,1.2,-1.1,0.7,0
riverau01,Austin Rivers,2016,23.0,8.9,1.9,1.5,0.7,0.1,0.495,0.335,0.681,0.359,0.225,19.4,1.7,7.9,0.6,1.3,-2.2,-0.5,0
roberan03,Andre Roberson,2016,24.0,4.8,3.6,0.7,0.8,0.6,0.608,0.311,0.611,0.376,0.197,9.1,5.9,11.4,1.8,1.6,-0.7,1.3,0
roberbr01,Brian Roberts,2016,30.0,4.0,0.8,1.1,0.2,0.0,0.48,0.357,0.894,0.255,0.285,19.8,1.4,8.2,0.7,0.3,-0.9,-0.7,0
robingl02,Glenn Robinson III,2016,22.0,3.8,1.5,0.6,0.4,0.2,0.447,0.378,0.692,0.245,0.258,16.1,2.6,12.0,0.2,0.6,-1.6,0.5,0
robinth01,Thomas Robinson,2016,24.0,4.3,5.1,0.6,0.5,0.5,0.448,0.0,0.431,0.003,0.375,19.8,16.4,27.8,-0.5,1.1,-2.7,-1.1,0
rondora01,Rajon Rondo,2016,29.0,11.9,6.0,11.7,2.0,0.1,0.479,0.365,0.58,0.217,0.192,18.8,3.3,15.2,2.3,2.3,1.0,0.0,0
rosede01,Derrick Rose,2016,27.0,16.4,3.4,4.7,0.7,0.2,0.449,0.293,0.793,0.143,0.171,27.3,2.4,8.8,-0.8,1.2,-0.6,-1.9,0
rosste01,Terrence Ross,2016,24.0,9.9,2.5,0.8,0.7,0.3,0.484,0.386,0.79,0.542,0.099,18.2,1.4,10.6,2.1,1.6,0.6,-0.3,0
rubiori01,Ricky Rubio,2016,25.0,10.1,4.3,8.7,2.1,0.1,0.396,0.326,0.847,0.324,0.536,17.7,2.0,14.1,3.6,2.2,1.0,0.8,0
rushbr01,Brandon Rush,2016,30.0,4.2,2.5,0.8,0.3,0.3,0.447,0.414,0.643,0.604,0.108,12.5,2.3,15.4,0.8,1.2,-0.6,-0.2,0
russeda01,D'Angelo Russell,2016,19.0,13.2,3.4,3.3,1.2,0.2,0.447,0.351,0.737,0.387,0.199,24.1,2.2,11.2,-0.7,0.7,-0.7,-1.6,0
sampsja02,JaKarr Sampson,2016,22.0,5.1,2.65,0.6,0.25,0.4,0.486,0.199,0.648,0.184,0.432,17.65,4.4,15.05,-0.55,0.45,-4.95,-1.15,0
schrode01,Dennis Schröder,2016,22.0,11.0,2.6,4.4,0.9,0.1,0.465,0.322,0.791,0.306,0.233,28.8,1.7,11.8,-0.2,2.3,-0.3,-0.4,0
scolalu01,Luis Scola,2016,35.0,8.7,4.7,0.9,0.6,0.4,0.467,0.404,0.726,0.269,0.14,19.5,6.0,19.0,1.4,1.9,-0.8,-0.3,0
