player_id,player,season,age,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,x2p_percent,x3p_percent,ft_percent,x3p_ar,f_tr,usg_percent,orb_percent,drb_percent,ows,dws,obpm,dbpm,all_nba
mudiaem01,Emmanuel Mudiay,2019,22.0,14.8,3.3,3.9,0.7,0.3,0.492,0.329,0.774,0.284,0.251,25.6,2.1,10.9,0.1,0.7,-0.2,-1.8,0
murraja01,Jamal Murray,2019,21.0,18.2,4.2,4.8,0.9,0.4,0.476,0.367,0.848,0.353,0.19,24.9,2.9,11.2,2.8,2.3,1.4,-0.8,0
muscami01,Mike Muscala,2019,27.0,7.2,4.05,1.25,0.35,0.6,0.526,0.345,0.821,0.712,0.256,14.3,5.0,14.7,1.05,1.1,-0.95,-0.35,0
naderab01,Abdel Nader,2019,25.0,4.0,1.9,0.3,0.3,0.2,0.513,0.32,0.75,0.465,0.167,15.1,2.0,15.7,0.0,0.9,-3.6,0.3,0
nancela02,Larry Nance Jr.,2019,26.0,9.4,8.2,3.2,1.5,0.6,0.567,0.337,0.716,0.205,0.28,15.5,10.0,24.9,3.3,1.6,1.0,1.4,0
napiesh01,Shabazz Napier,2019,27.0,9.4,1.8,2.6,0.7,0.3,0.449,0.333,0.833,0.524,0.317,24.0,1.9,8.7,1.0,1.0,0.9,0.6,0
niangge01,Georges Niang,2019,25.0,4.0,1.5,0.6,0.2,0.1,0.566,0.41,0.833,0.58,0.133,17.8,2.4,15.7,0.7,0.7,-0.2,0.2,0
noelne01,Nerlens Noel,2019,24.0,4.9,4.2,0.6,0.9,1.2,0.587,0.0,0.684,0.0,0.286,13.8,12.1,20.0,1.9,2.5,-1.2,3.3,0
nowitdi01,Dirk Nowitzki,2019,40.0,7.3,3.1,0.7,0.2,0.4,0.415,0.312,0.78,0.545,0.133,22.5,0.7,20.5,-0.5,0.8,-2.7,-1.2,0
nurkiju01,Jusuf Nurkić,2019,24.0,15.6,10.4,3.2,1.0,1.4,0.523,0.103,0.773,0.035,0.442,24.7,13.4,26.7,4.4,3.3,2.1,1.7,0
nwabada01,David Nwaba,2019,26.0,6.5,3.2,1.1,0.7,0.3,0.545,0.32,0.682,0.286,0.324,14.6,4.4,14.4,1.1,0.3,-1.8,-0.3,0
ojelese01,Semi Ojeleye,2019,24.0,3.3,1.5,0.4,0.2,0.1,0.565,0.315,0.615,0.563,0.247,14.1,4.3,11.2,0.2,0.5,-2.8,-1.2,0
okafoja01,Jahlil Okafor,2019,23.0,8.2,4.7,0.7,0.3,0.7,0.591,0.2,0.663,0.014,0.246,19.9,9.2,21.4,1.4,0.8,-0.6,-0.9,0
okoboel01,Elie Okobo,2019,21.0,5.7,1.8,2.4,0.6,0.1,0.475,0.295,0.787,0.455,0.162,17.0,1.4,10.1,-0.7,0.2,-4.2,-1.5,0
okogijo01,Josh Okogie,2019,20.0,7.7,2.9,1.2,1.2,0.4,0.464,0.279,0.728,0.423,0.319,15.4,2.5,10.9,-0.1,1.4,-3.5,0.4,0
olynyke01,Kelly Olynyk,2019,27.0,10.0,4.7,1.8,0.7,0.5,0.604,0.354,0.822,0.566,0.328,18.0,4.2,17.8,2.3,2.5,-0.2,0.9,0
onealro01,Royce O'Neale,2019,25.0,5.2,3.5,1.5,0.7,0.3,0.569,0.386,0.762,0.513,0.122,11.0,1.5,16.7,0.7,2.5,-2.6,2.1,0
oquinky01,Kyle O'Quinn,2019,28.0,3.5,2.6,1.2,0.2,0.6,0.548,0.083,0.81,0.088,0.154,20.8,8.9,26.4,0.2,0.8,-2.5,3.0,0
osmande01,Cedi Osman,2019,23.0,13.0,4.7,2.6,0.8,0.1,0.489,0.348,0.779,0.443,0.214,18.6,2.0,14.8,1.2,0.2,-1.4,-1.8,0
oubreke01,Kelly Oubre Jr.,2019,23.0,15.2,4.7,1.2,1.2,0.9,0.53,0.32,0.775,0.401,0.29,23.2,4.0,14.6,0.9,1.3,-0.3,-0.9,0
pachuza01,Zaza Pachulia,2019,34.0,3.9,3.9,1.3,0.5,0.3,0.45,0.0,0.782,0.021,0.642,15.0,11.9,21.5,1.1,1.3,-2.8,1.6,0
parkeja01,Jabari Parker,2019,23.0,14.5,6.6,2.4,0.7,0.5,0.556,0.313,0.712,0.26,0.246,24.6,4.9,21.8,0.1,1.3,-0.7,-0.9,0
parketo01,Tony Parker,2019,36.0,9.5,1.5,3.7,0.4,0.1,0.485,0.255,0.734,0.11,0.268,25.5,1.5,7.6,0.6,0.3,-0.3,-2.3,0
pattepa01,Patrick Patterson,2019,29.0,3.6,2.3,0.5,0.3,0.2,0.439,0.336,0.633,0.626,0.137,12.0,4.9,13.0,0.2,0.9,-2.0,-0.4,0
paulch01,Chris Paul,2019,33.0,15.6,4.6,8.2,2.0,0.3,0.479,0.358,0.862,0.493,0.282,22.5,2.1,13.9,4.4,2.2,2.7,1.1,0
plumlma01,Mason Plumlee,2019,28.0,7.8,6.4,3.0,0.8,0.9,0.602,0.2,0.561,0.023,0.448,16.2,10.3,22.5,2.9,2.9,-0.5,2.6,0
poeltja01,Jakob Poeltl,2019,23.0,5.5,5.3,1.2,0.4,0.9,0.645,0.0,0.533,0.0,0.317,13.1,15.4,19.7,3.5,1.6,1.3,0.7,0
pondequ01,Quincy Pondexter,2019,30.0,1.8,0.9,0.5,0.2,0.0,0.575,0.333,0.81,0.31,0.724,13.5,3.0,14.1,0.5,0.3,-1.6,0.7,0
porteot01,Otto Porter Jr.,2019,25.0,13.9,5.6,2.1,1.5,0.6,0.504,0.406,0.813,0.398,0.149,19.1,3.4,17.0,1.8,1.5,0.8,0.1,0
portibo01,Bobby Portis,2019,23.0,14.2,8.1,1.4,0.7,0.4,0.467,0.393,0.794,0.304,0.154,24.6,9.0,24.9,0.5,1.1,-0.2,-2.3,0
poweldw01,Dwight Powell,2019,27.0,10.6,5.3,1.5,0.6,0.6,0.699,0.307,0.772,0.261,0.523,17.2,9.1,17.3,5.6,1.9,2.0,0.9,0
powelno01,Norman Powell,2019,25.0,8.6,2.3,1.5,0.7,0.2,0.543,0.4,0.827,0.425,0.188,19.0,1.6,11.5,1.0,1.4,-0.9,0.2,0
princta02,Taurean Prince,2019,24.0,13.5,3.6,2.1,1.0,0.3,0.498,0.39,0.819,0.53,0.195,19.5,1.5,12.3,0.8,0.7,-1.0,-1.0,0
rabbiv01,Ivan Rabb,2019,21.0,5.8,4.2,1.1,0.3,0.3,0.574,0.2,0.71,0.071,0.325,17.2,10.7,21.5,1.2,0.9,-1.1,-0.3,0
randlch01,Chasson Randle,2019,25.0,5.5,1.1,2.0,0.5,0.1,0.441,0.4,0.694,0.53,0.286,16.4,1.4,6.8,0.4,0.2,-2.7,-1.3,0
randlju01,Julius Randle,2019,24.0,21.4,8.7,3.1,0.7,0.6,0.564,0.344,0.731,0.179,0.447,27.8,7.6,21.6,4.2,1.9,2.1,-0.6,0
redicjj01,JJ Redick,2019,34.0,18.1,2.4,2.7,0.4,0.2,0.502,0.397,0.894,0.589,0.248,21.9,0.9,7.2,4.6,1.2,2.2,-2.0,0
richajo01,Josh Richardson,2019,25.0,16.6,3.6,4.1,1.1,0.5,0.458,0.357,0.861,0.448,0.225,20.9,2.3,8.8,3.0,2.6,0.1,0.2,0
riverau01,Austin Rivers,2019,26.0,8.4,2.0,2.25,0.6,0.3,0.532,0.32,0.518,0.578,0.148,14.2,1.25,6.95,0.6,0.7,-3.1,-0.95,0
robingl02,Glenn Robinson III,2019,25.0,4.2,1.5,0.4,0.3,0.2,0.491,0.29,0.8,0.352,0.227,15.0,2.9,10.0,0.1,0.6,-2.8,-0.1,0
robinmi01,Mitchell Robinson,2019,20.0,7.3,6.4,0.6,0.8,2.4,0.694,0.0,0.6,0.0,0.464,12.1,13.3,19.4,4.0,2.2,0.1,2.4,0
rondora01,Rajon Rondo,2019,32.0,9.2,5.3,8.0,1.2,0.2,0.428,0.359,0.639,0.329,0.083,17.4,2.6,15.5,-0.2,1.5,-1.7,0.2,0
rosede01,Derrick Rose,2019,30.0,18.0,2.7,4.3,0.6,0.2,0.509,0.37,0.856,0.194,0.212,27.3,2.5,8.3,2.6,0.3,3.2,-1.7,0
rosste01,Terrence Ross,2019,27.0,15.1,3.5,1.7,0.9,0.4,0.484,0.383,0.875,0.551,0.14,23.9,1.3,12.8,1.7,2.6,1.1,-0.3,0
roziete01,Terry Rozier,2019,24.0,9.0,3.9,2.9,0.9,0.3,0.422,0.353,0.785,0.506,0.14,18.6,1.9,16.4,0.9,2.3,-0.7,0.5,0
rubiori01,Ricky Rubio,2019,28.0,12.7,3.6,6.1,1.3,0.1,0.454,0.311,0.855,0.348,0.312,22.7,1.9,11.8,0.9,2.8,-1.0,0.8,0
russeda01,D'Angelo Russell,2019,22.0,21.1,3.9,7.0,1.2,0.2,0.482,0.369,0.78,0.419,0.135,31.9,2.3,11.2,2.4,2.6,4.0,-0.6,0
sabondo01,Domantas Sabonis,2019,22.0,14.1,9.3,2.9,0.6,0.4,0.592,0.529,0.715,0.024,0.416,23.5,11.5,29.8,4.3,3.3,1.9,1.3,0
saricda01,Dario Šarić,2019,24.0,10.55,5.55,1.55,0.6,0.1,0.505,0.374,0.878,0.456,0.214,17.8,6.7,17.6,2.35,1.05,0.05,-1.3,0
satorto01,Tomáš Satoranský,2019,27.0,8.9,3.5,5.0,1.0,0.2,0.524,0.395,0.819,0.306,0.302,14.1,4.0,10.0,3.8,0.9,-0.4,-0.3,0
schrode01,Dennis Schröder,2019,25.0,15.5,3.6,4.1,0.8,0.2,0.45,0.341,0.819,0.33,0.206,24.2,1.6,11.3,0.4,2.4,-1.3,-0.7,0
scottmi01,Mike Scott,2019,30.0,5.3,3.4,0.8,0.3,0.2,0.406,0.396,0.667,0.589,0.078,14.65,3.45,18.9,0.25,0.95,-1.7,-0.35,0
sefolth01,Thabo Sefolosha,2019,34.0,3.8,2.5,0.5,0.9,0.1,0.521,0.436,0.636,0.523,0.148,12.9,1.4,20.1,0.2,1.2,-1.6,3.1,0
seldewa01,Wayne Selden,2019,24.0,6.9,2.4,1.5,0.4,0.2,0.456,0.316,0.728,0.36,0.19,18.4,2.8,11.0,-1.0,0.8,-3.8,-1.6,0
sextoco01,Collin Sexton,2019,20.0,16.7,2.9,3.0,0.5,0.1,0.44,0.402,0.839,0.245,0.211,25.2,2.3,8.0,-0.1,-0.5,-1.4,-3.3,0
shamela01,Landry Shamet,2019,21.0,8.7,1.55,1.3,0.45,0.1,0.491,0.413,0.81,0.708,0.162,15.0,1.35,6.15,2.15,0.75,-0.5,-1.2,0
shumpim01,Iman Shumpert,2019,28.0,7.5,3.0,1.8,1.0,0.4,0.416,0.348,0.8,0.612,0.101,14.5,1.9,11.4,0.1,1.2,-2.4,0.5,0
siakapa01,Pascal Siakam,2019,24.0,16.9,6.9,3.1,0.9,0.7,0.602,0.369,0.785,0.226,0.32,20.8,5.4,17.5,5.7,3.6,1.6,0.8,0
simmobe01,Ben Simmons,2019,22.0,16.9,8.8,7.7,1.4,0.8,0.566,0.0,0.6,0.006,0.446,22.1,6.9,20.0,4.6,3.6,2.2,1.3,0
simmojo02,Jonathon Simmons,2019,29.0,6.5,2.3,2.3,0.5,0.3,0.427,0.269,0.742,0.297,0.277,18.7,2.7,10.0,-0.8,1.1,-3.9,-0.3,0
smartma01,Marcus Smart,2019,24.0,8.9,2.9,4.0,1.8,0.4,0.511,0.364,0.806,0.61,0.228,14.6,2.8,8.6,2.2,3.1,-1.2,2.0,0
smithde03,Dennis Smith Jr.,2019,21.0,13.6,2.9,4.8,1.3,0.4,0.477,0.322,0.635,0.32,0.24,24.8,2.2,8.7,-1.2,1.2,-1.6,-0.4,0
smithis01,Ish Smith,2019,30.0,8.9,2.6,3.6,0.5,0.2,0.455,0.326,0.758,0.276,0.127,19.9,1.9,11.1,0.5,1.1,-1.6,-0.3,0
snellto01,Tony Snell,2019,27.0,6.0,2.1,0.9,0.4,0.2,0.522,0.397,0.881,0.565,0.116,12.9,2.4,9.4,1.6,1.6,-1.0,0.3,0
spellom01,Omari Spellman,2019,21.0,5.9,4.2,1.0,0.6,0.5,0.466,0.344,0.711,0.525,0.184,14.9,9.2,16.3,0.6,0.5,-0.5,-0.7,0
stausni01,Nik Stauskas,2019,25.0,5.9,1.9,1.2,0.3,0.1,0.44,0.372,0.891,0.556,0.189,17.6,1.9,11.7,0.6,0.5,-0.7,-1.2,0
stephla01,Lance Stephenson,2019,28.0,7.2,3.2,2.1,0.6,0.1,0.472,0.371,0.685,0.456,0.169,20.3,3.0,16.5,-0.1,1.2,-1.6,0.1,0
tatumja01,Jayson Tatum,2019,20.0,15.7,6.0,2.1,1.1,0.7,0.483,0.373,0.855,0.3,0.22,22.1,3.0,17.7,1.6,3.4,-0.4,0.2,0
templga01,Garrett Temple,2019,32.0,8.6,3.0,1.4,1.0,0.45,0.518,0.347,0.749,0.539,0.207,13.55,1.4,10.1,0.2,1.75,-3.2,0.45,0
theisda01,Daniel Theis,2019,26.0,5.7,3.4,1.0,0.3,0.6,0.603,0.388,0.737,0.252,0.286,15.8,10.2,16.2,2.3,1.3,-0.8,0.9,0
thomala01,Lance Thomas,2019,30.0,4.5,2.5,0.6,0.4,0.2,0.475,0.278,0.75,0.401,0.183,12.9,2.7,13.1,-0.3,0.3,-4.8,-0.9,0
thompkl01,Klay Thompson,2019,28.0,21.5,3.8,2.4,1.1,0.6,0.516,0.402,0.816,0.427,0.113,25.6,1.6,10.1,2.9,2.3,1.1,-1.4,0
thornsi01,Sindarius Thornwell,2019,24.0,1.0,0.7,0.3,0.2,0.1,0.412,0.2,0.735,0.306,0.694,11.3,1.7,12.8,-0.3,0.3,-5.8,1.0,0
tollian01,Anthony Tolliver,2019,33.0,5.0,2.7,0.7,0.3,0.3,0.409,0.377,0.783,0.83,0.232,12.5,1.5,16.2,0.6,0.5,-1.7,-0.7,0
townska01,Karl-Anthony Towns,2019,23.0,24.4,12.4,3.4,0.9,1.6,0.562,0.4,0.836,0.27,0.342,28.9,10.9,29.3,7.2,3.2,5.4,0.6,0
trieral01,Allonzo Trier,2019,23.0,10.9,3.1,1.9,0.4,0.2,0.466,0.394,0.803,0.255,0.431,21.5,2.2,12.2,0.4,0.5,-1.6,-1.5,0
tuckepj01,P.J. Tucker,2019,33.0,7.3,5.8,1.2,1.6,0.5,0.449,0.377,0.695,0.74,0.113,9.5,4.7,14.4,2.0,3.0,-1.6,1.0,0
turneev01,Evan Turner,2019,30.0,6.8,4.5,3.9,0.5,0.2,0.494,0.212,0.708,0.117,0.239,15.9,2.5,18.9,0.5,1.5,-1.8,0.5,0
turnemy01,Myles Turner,2019,22.0,13.3,7.2,1.6,0.8,2.7,0.521,0.388,0.736,0.251,0.258,20.0,5.4,22.0,1.9,4.4,0.0,2.4,0
udohek01,Ekpe Udoh,2019,31.0,2.3,1.8,0.5,0.2,0.6,0.694,0.0,0.633,0.0,0.417,13.1,9.3,20.9,0.9,0.7,0.8,3.9,0
valanjo01,Jonas Valančiūnas,2019,26.0,15.6,8.6,1.4,0.4,1.1,0.586,0.292,0.795,0.089,0.344,28.5,10.7,31.4,2.2,1.9,2.2,0.4,0
vanvlfr01,Fred VanVleet,2019,24.0,11.0,2.6,4.8,0.9,0.3,0.441,0.378,0.843,0.493,0.192,17.9,1.3,8.7,2.4,1.9,0.4,0.1,0
vonleno01,Noah Vonleh,2019,23.0,8.4,7.8,1.9,0.7,0.8,0.531,0.336,0.712,0.311,0.355,14.8,6.7,25.8,1.5,1.7,-1.2,0.5,0
vucevni01,Nikola Vučević,2019,28.0,20.8,12.0,3.8,1.0,1.1,0.549,0.364,0.789,0.171,0.168,28.0,9.4,31.9,5.4,4.7,5.0,1.7,0
wadedw01,Dwyane Wade,2019,37.0,15.0,4.0,4.2,0.8,0.5,0.472,0.33,0.708,0.272,0.243,27.9,3.9,12.2,0.1,2.3,0.8,-0.2,0
walkeke02,Kemba Walker,2019,28.0,25.6,4.4,5.9,1.2,0.4,0.494,0.356,0.844,0.434,0.267,31.5,1.9,11.9,5.5,1.9,5.2,-1.0,1
wallaty01,Tyrone Wallace,2019,24.0,3.5,1.6,0.7,0.3,0.1,0.444,0.211,0.526,0.088,0.263,18.7,3.5,13.2,-0.8,0.5,-5.6,-0.8,0
westbru01,Russell Westbrook,2019,30.0,22.9,11.1,10.7,1.9,0.5,0.481,0.29,0.656,0.279,0.306,30.9,4.1,28.3,1.8,5.0,2.8,2.4,1
whitede01,Derrick White,2019,24.0,9.9,3.7,3.9,1.0,0.7,0.529,0.338,0.772,0.262,0.227,17.7,2.2,13.3,1.7,1.9,-0.4,1.3,0
whiteha01,Hassan Whiteside,2019,29.0,12.3,11.3,0.8,0.6,1.9,0.581,0.125,0.449,0.024,0.357,22.6,16.3,35.6,2.3,4.0,1.1,1.2,0
wiggian01,Andrew Wiggins,2019,23.0,18.1,4.8,2.5,1.0,0.7,0.441,0.339,0.699,0.288,0.245,24.4,3.5,11.4,-0.6,1.3,-1.2,-1.8,0
willike04,Kenrich Williams,2019,24.0,6.1,4.8,1.8,1.0,0.4,0.447,0.333,0.684,0.559,0.068,12.3,5.4,15.5,0.3,0.9,-2.3,0.4,0
willilo02,Lou Williams,2019,32.0,20.0,3.0,5.4,0.8,0.1,0.447,0.361,0.876,0.256,0.426,32.4,2.2,9.4,3.9,1.2,4.3,-2.1,0
willima02,Marvin Williams,2019,32.0,10.1,5.4,1.2,0.9,0.8,0.5,0.366,0.767,0.586,0.132,14.9,3.8,17.1,1.9,1.9,-0.4,0.2,0
wilsodj01,D.J. Wilson,2019,22.0,5.8,4.6,1.1,0.4,0.4,0.468,0.362,0.553,0.506,0.187,14.4,5.5,19.2,0.3,1.4,-2.4,0.2,0
winslju01,Justise Winslow,2019,22.0,12.6,5.4,4.3,1.1,0.3,0.462,0.375,0.628,0.342,0.183,20.8,3.4,15.9,0.2,2.6,-1.3,0.6,0
wrighde01,Delon Wright,2019,26.0,7.8,3.05,2.75,1.05,0.35,0.485,0.316,0.831,0.304,0.238,17.6,4.6,11.45,1.45,1.85,0.1,1.5,0
youngth01,Thaddeus Young,2019,30.0,12.6,6.5,2.5,1.5,0.4,0.564,0.349,0.644,0.174,0.161,18.0,8.7,14.4,3.0,3.9,0.4,1.1,0
youngtr01,Trae Young,2019,20.0,19.1,3.7,8.1,0.9,0.2,0.477,0.324,0.829,0.384,0.33,28.4,2.6,10.2,2.5,0.7,2.3,-2.8,0
zelleco01,Cody Zeller,2019,26.0,10.1,6.8,2.1,0.8,0.8,0.57,0.273,0.787,0.064,0.409,16.3,9.4,19.7,2.6,1.2,-0.6,0.7,0
zizican01,Ante Žižić,2019,22.0,7.8,5.4,0.9,0.2,0.4,0.553,0.0,0.705,0.0,0.399,18.2,10.6,22.8,1.7,0.3,-1.1,-2.1,0
zubaciv01,Ivica Zubac,2019,21.0,8.9,6.1,1.1,0.2,0.9,0.559,0.0,0.802,0.0,0.332,20.3,11.9,24.2,1.9,1.3,-0.2,-0.2,0
adamsst01,Steven Adams,2020,26.0,10.9,9.3,2.3,0.8,1.1,0.594,0.333,0.582,0.006,0.421,17.3,14.0,24.0,3.8,2.7,1.9,1.1,0
adebaba01,Bam Adebayo,2020,22.0,15.9,10.2,5.1,1.1,1.3,0.564,0.143,0.691,0.018,0.484,21.2,8.5,24.9,4.6,3.9,1.4,2.0,0
aldrila01,LaMarcus Aldridge,2020,34.0,18.9,7.4,2.4,0.7,1.6,0.519,0.389,0.827,0.198,0.241,23.4,6.3,17.8,3.0,1.4,1.8,-0.5,0
alexani01,Nickeil Alexander-Walker,2020,21.0,5.7,1.8,1.9,0.4,0.2,0.391,0.346,0.676,0.5,0.139,23.3,1.6,13.5,-0.7,0.4,-3.2,-1.4,0
allenja01,Jarrett Allen,2020,21.0,11.1,9.6,1.6,0.6,1.3,0.658,0.0,0.633,0.013,0.581,14.9,12.3,24.9,5.2,2.9,1.4,1.0,0
anderky01,Kyle Anderson,2020,26.0,5.8,4.3,2.4,0.8,0.6,0.541,0.282,0.667,0.257,0.236,13.5,4.7,17.6,0.9,1.7,-1.5,2.0,0
antetgi01,Giannis Antetokounmpo,2020,25.0,29.5,13.6,5.6,1.0,1.0,0.631,0.304,0.633,0.237,0.508,37.5,7.7,34.8,6.1,5.0,7.4,4.1,1
anthoca01,Carmelo Anthony,2020,35.0,15.4,6.3,1.5,0.8,0.5,0.448,0.385,0.845,0.289,0.206,21.2,3.9,16.1,0.4,0.9,-1.8,-1.8,0
anunoog01,OG Anunoby,2020,22.0,10.6,5.3,1.6,1.4,0.7,0.583,0.39,0.706,0.403,0.18,14.3,4.2,14.2,2.1,3.7,-0.8,2.0,0
arcidry01,Ryan Arcidiacono,2020,25.0,4.5,1.9,1.7,0.5,0.1,0.439,0.391,0.711,0.627,0.173,12.5,2.3,11.2,0.7,0.7,-2.7,-0.1,0
arizatr01,Trevor Ariza,2020,34.0,8.0,4.6,1.7,1.3,0.3,0.556,0.372,0.838,0.639,0.228,11.8,2.5,15.7,1.3,1.2,-1.4,0.9,0
augusdj01,D.J. Augustin,2020,32.0,10.5,2.1,4.6,0.6,0.0,0.438,0.348,0.89,0.436,0.393,19.1,1.6,7.8,2.0,0.9,-0.3,-1.3,0
balllo01,Lonzo Ball,2020,22.0,11.8,6.1,7.0,1.4,0.6,0.442,0.375,0.566,0.575,0.111,18.5,3.7,16.4,0.4,2.0,0.1,0.6,0
bambamo01,Mo Bamba,2020,21.0,5.4,4.9,0.7,0.4,1.4,0.531,0.346,0.674,0.374,0.161,17.1,11.9,25.6,0.8,1.7,-1.2,1.6,0
barneha02,Harrison Barnes,2020,27.0,14.5,4.9,2.2,0.6,0.2,0.501,0.381,0.801,0.338,0.337,17.4,3.4,12.9,3.4,1.1,0.0,-1.3,0
barrerj01,RJ Barrett,2020,19.0,14.3,5.0,2.6,1.0,0.3,0.432,0.32,0.614,0.271,0.349,24.0,3.0,14.8,-1.6,1.1,-2.9,-1.5,0
bartowi01,Will Barton,2020,29.0,15.1,6.3,3.7,1.1,0.5,0.498,0.375,0.767,0.39,0.18,20.1,4.5,16.9,2.4,1.8,1.2,-0.2,0
bazemke01,Kent Bazemore,2020,30.0,8.8,4.3,1.4,1.1,0.6,0.4,0.344,0.769,0.457,0.275,17.5,1.7,17.1,-0.9,1.5,-3.4,0.3,0
bazleda01,Darius Bazley,2020,19.0,5.6,4.0,0.7,0.4,0.7,0.432,0.348,0.694,0.445,0.196,15.1,3.0,20.5,-0.5,1.5,-2.1,0.5,0
bealbr01,Bradley Beal,2020,26.0,30.5,4.2,6.1,1.2,0.4,0.515,0.353,0.842,0.369,0.351,34.4,2.7,10.5,4.5,0.6,5.3,-2.4,0
beaslma01,Malik Beasley,2020,23.0,11.2,2.7,1.4,0.7,0.1,0.465,0.388,0.818,0.517,0.124,21.8,1.6,11.9,0.4,0.8,-0.7,-1.4,0
belinma01,Marco Belinelli,2020,33.0,6.3,1.7,1.2,0.2,0.0,0.412,0.376,0.828,0.567,0.185,17.5,0.9,11.2,0.7,0.2,-0.7,-2.0,0
bertada01,Dāvis Bertāns,2020,27.0,15.4,4.5,1.7,0.7,0.6,0.471,0.424,0.852,0.774,0.2,19.0,2.3,15.1,3.0,0.5,2.7,-1.8,0
beverpa01,Patrick Beverley,2020,31.0,7.9,5.2,3.6,1.1,0.5,0.496,0.388,0.66,0.604,0.138,13.3,4.5,15.8,1.6,2.0,-0.3,2.5,0
birchkh01,Khem Birch,2020,27.0,4.4,4.6,1.0,0.4,0.5,0.514,0.0,0.653,0.007,0.706,10.2,10.3,15.6,1.2,0.9,-2.5,0.2,0
bitadgo01,Goga Bitadze,2020,20.0,3.2,2.0,0.4,0.2,0.7,0.574,0.19,0.727,0.28,0.22,17.9,5.9,18.7,-0.1,0.8,-4.1,1.8,0
biyombi01,Bismack Biyombo,2020,27.0,7.4,5.8,0.9,0.2,0.9,0.543,0.0,0.603,0.0,0.543,16.8,12.3,20.7,1.5,0.9,-1.8,-0.7,0
bjeline01,Nemanja Bjelica,2020,31.0,11.5,6.4,2.8,0.9,0.6,0.541,0.419,0.821,0.49,0.129,17.0,6.1,19.9,3.4,1.9,1.2,0.5,0
bledser01,Eric Bledsoe,2020,30.0,14.9,4.6,5.4,0.9,0.4,0.533,0.344,0.79,0.306,0.304,23.7,2.8,13.5,2.4,3.0,0.8,1.0,0
bogdabo01,Bogdan Bogdanović,2020,27.0,15.1,3.4,3.4,1.0,0.2,0.532,0.372,0.741,0.576,0.151,22.6,1.6,11.8,1.8,1.3,1.2,-0.5,0
bogdabo02,Bojan Bogdanović,2020,30.0,20.2,4.1,2.1,0.5,0.1,0.479,0.414,0.903,0.489,0.296,25.5,2.1,11.2,2.6,1.6,1.6,-1.5,0
bongais01,Isaac Bonga,2020,20.0,5.0,3.4,1.2,0.7,0.3,0.571,0.352,0.812,0.303,0.363,11.0,6.0,13.8,1.2,0.6,-2.7,-0.1,0
bookede01,Devin Booker,2020,23.0,26.6,4.2,6.5,0.7,0.3,0.549,0.354,0.919,0.31,0.397,30.0,1.3,12.0,6.0,1.5,3.4,-1.3,0
bouchch01,Chris Boucher,2020,27.0,6.6,4.5,0.4,0.4,1.0,0.569,0.322,0.784,0.395,0.388,19.7,14.1,21.4,2.1,1.8,1.0,1.0,0
bowmaky01,Ky Bowman,2020,22.0,7.4,2.7,2.9,1.0,0.2,0.472,0.308,0.829,0.333,0.128,17.2,2.5,10.7,-0.6,0.6,-4.0,-0.3,0
bradlav01,Avery Bradley,2020,29.0,8.6,2.3,1.3,0.9,0.1,0.51,0.364,0.833,0.452,0.063,15.7,1.7,8.9,0.2,1.4,-3.0,0.5,0
bradlto01,Tony Bradley,2020,22.0,4.9,4.6,0.4,0.2,0.6,0.661,1.0,0.652,0.016,0.243,15.8,19.1,25.0,2.2,1.1,1.0,0.3,0
bridgmi01,Mikal Bridges,2020,23.0,9.1,4.0,1.8,1.4,0.6,0.61,0.361,0.844,0.401,0.252,12.7,3.5,12.4,2.5,2.3,-0.6,1.5,0
bridgmi02,Miles Bridges,2020,21.0,13.0,5.6,1.8,0.6,0.7,0.486,0.33,0.809,0.398,0.174,20.0,4.6,15.6,0.3,1.3,-1.5,-1.0,0
brogdma01,Malcolm Brogdon,2020,27.0,16.5,4.9,7.1,0.6,0.2,0.488,0.326,0.892,0.309,0.25,25.2,3.1,14.1,2.3,1.7,2.3,-0.5,0
brookdi01,Dillon Brooks,2020,24.0,16.2,3.3,2.1,0.9,0.4,0.438,0.358,0.808,0.385,0.19,25.2,3.5,8.6,-0.4,1.6,-2.7,-1.4,0
brownbr01,Bruce Brown,2020,23.0,8.9,4.7,4.0,1.1,0.5,0.47,0.344,0.739,0.215,0.266,16.0,4.2,15.0,0.7,1.4,-2.0,0.8,0
brownja02,Jaylen Brown,2020,23.0,20.3,6.4,2.1,1.1,0.4,0.543,0.382,0.724,0.381,0.274,24.7,3.5,16.5,2.3,2.6,1.0,-0.2,0
brownst02,Sterling Brown,2020,24.0,5.1,3.5,1.0,0.6,0.1,0.425,0.324,0.8,0.531,0.156,17.0,4.3,18.5,-0.4,1.5,-3.0,1.0,0
browntr01,Troy Brown Jr.,2020,20.0,10.4,5.6,2.6,1.2,0.1,0.479,0.341,0.784,0.288,0.223,17.8,4.5,19.6,1.3,1.2,-0.8,-0.4,0
brunsja01,Jalen Brunson,2020,23.0,8.2,2.4,3.3,0.4,0.1,0.515,0.358,0.813,0.309,0.193,20.4,2.3,11.3,1.6,0.6,0.1,-1.0,0
bryanth01,Thomas Bryant,2020,22.0,13.2,7.2,1.8,0.5,1.1,0.63,0.407,0.741,0.218,0.278,18.9,9.0,23.1,3.1,0.8,2.9,-0.7,0
